6.832469;3.569320;1.275268;1.000000
4.726331;0.351019;6.375002;-1.000000
6.338374;3.397019;7.093543;1.000000
5.557580;1.093248;4.319330;-1.000000
6.378888;0.019415;7.542279;1.000000
5.790219;7.768496;3.219152;-1.000000
5.631969;5.236748;2.697649;1.000000
3.300778;0.738562;0.240652;-1.000000
8.144310;8.337306;7.047856;1.000000
2.984413;2.842244;1.386914;-1.000000
2.145422;5.142695;0.335288;1.000000
1.861503;1.694385;3.693558;-1.000000
0.352646;2.403622;6.384829;1.000000
7.591312;2.005709;1.159597;-1.000000
5.180843;4.216573;6.683073;1.000000
0.579890;2.452716;4.012342;-1.000000
4.410710;2.426511;2.559308;1.000000
4.411827;1.050607;1.786333;-1.000000
3.139989;4.169665;8.128739;1.000000
5.284069;8.040443;7.316513;-1.000000
6.437620;2.324493;2.733540;1.000000
1.354187;5.480141;2.658023;-1.000000
3.897937;4.567433;2.215024;1.000000
7.732435;2.282023;6.255897;-1.000000
1.787765;3.966732;8.293923;1.000000
2.325759;8.169468;2.029591;-1.000000
0.202973;6.205355;5.162282;1.000000
8.007453;5.339068;1.698400;-1.000000
5.120938;0.005339;8.186109;1.000000
1.214710;4.139551;5.943499;-1.000000
1.361077;1.928870;5.898593;1.000000
5.898188;2.439256;7.177327;-1.000000
5.030257;0.592721;1.173321;1.000000
4.745561;3.821872;7.401692;-1.000000
8.120182;1.934830;3.595178;1.000000
2.786142;7.746133;7.708918;-1.000000
8.247678;5.091010;4.792923;1.000000
6.933594;6.025248;1.998106;-1.000000
7.242536;1.142481;1.482331;1.000000
3.972574;6.257295;1.783202;-1.000000
5.556858;2.306686;3.311858;1.000000
2.684509;3.425961;0.266117;-1.000000
2.575976;3.762177;1.155180;1.000000
7.152226;4.228806;2.781861;-1.000000
2.816592;7.931923;6.710317;1.000000
3.606813;6.137315;5.763582;-1.000000
0.863181;3.659292;7.536644;1.000000
5.392384;0.302701;2.059076;-1.000000
7.772931;1.699010;7.014754;1.000000
0.977416;8.015777;1.465498;-1.000000
6.907440;0.894977;8.269674;1.000000
1.703440;4.502306;4.794685;-1.000000
5.631543;1.179103;0.324266;1.000000
1.638189;0.159577;0.380464;-1.000000
3.716721;0.514391;6.428356;1.000000
5.231974;7.328607;8.327672;-1.000000
0.906921;7.716098;7.059158;1.000000
